id,publicationid,ethnicity,population,populationinfo,subjecttype,subjectcount,version
4166345,,Latino,Latino/Admixed American,gnomAD v3.1.2 AMR,,15274,1
4166346,,Latino,Latino/Admixed American,gnomAD v3.1.2 AMR,,15286,1
4166347,,Latino,Latino/Admixed American,gnomAD v3.1.2 AMR,,15266,1
4166348,,Latino,Latino/Admixed American,gnomAD v3.1.2 AMR,,15270,1
4166349,,Latino,Latino/Admixed American,gnomAD v3.1.2 AMR,,15278,1
4166350,,Latino,Latino/Admixed American,gnomAD v3.1.2 AMR,,14712,1
4166351,,Latino,Latino/Admixed American,gnomAD v3.1.2 AMR,,14702,1
4166352,,Latino,Latino/Admixed American,gnomAD v3.1.2 AMR,,15264,1
4166353,,Latino,Latino/Admixed American,gnomAD v3.1.2 AMR,,15226,1
4166354,,Latino,Latino/Admixed American,gnomAD v3.1.2 AMR,,15264,1
4166355,,Central/South Asian,South Asian,gnomAD v3.1.2 SAS,,4824,1
4166356,,Central/South Asian,South Asian,gnomAD v3.1.2 SAS,,4824,1
4166357,,Central/South Asian,South Asian,gnomAD v3.1.2 SAS,,4824,1
4166358,,Central/South Asian,South Asian,gnomAD v3.1.2 SAS,,4832,1
4166359,,Central/South Asian,South Asian,gnomAD v3.1.2 SAS,,4828,1
4166360,,Central/South Asian,South Asian,gnomAD v3.1.2 SAS,,4834,1
4166361,,Central/South Asian,South Asian,gnomAD v3.1.2 SAS,,4830,1
4166362,,Central/South Asian,South Asian,gnomAD v3.1.2 SAS,,4828,1
4166363,,Central/South Asian,South Asian,gnomAD v3.1.2 SAS,,4830,1
4166364,,Central/South Asian,South Asian,gnomAD v3.1.2 SAS,,4830,1
4166365,,Central/South Asian,South Asian,gnomAD v3.1.2 SAS,,4828,1
4166366,,Central/South Asian,South Asian,gnomAD v3.1.2 SAS,,4820,1
4166367,,Central/South Asian,South Asian,gnomAD v3.1.2 SAS,,4836,1
4166368,,Central/South Asian,South Asian,gnomAD v3.1.2 SAS,,4832,1
4166369,,Central/South Asian,South Asian,gnomAD v3.1.2 SAS,,4826,1
4166370,,Central/South Asian,South Asian,gnomAD v3.1.2 SAS,,4802,1
4166371,,Central/South Asian,South Asian,gnomAD v3.1.2 SAS,,4830,1
4166372,,Central/South Asian,South Asian,gnomAD v3.1.2 SAS,,4808,1
4166373,,Central/South Asian,South Asian,gnomAD v3.1.2 SAS,,4824,1
4166374,,Central/South Asian,South Asian,gnomAD v3.1.2 SAS,,4830,1
4166375,,Central/South Asian,South Asian,gnomAD v3.1.2 SAS,,4826,1
4166376,,Central/South Asian,South Asian,gnomAD v3.1.2 SAS,,4826,1
4166377,,Central/South Asian,South Asian,gnomAD v3.1.2 SAS,,4820,1
4166378,,Central/South Asian,South Asian,gnomAD v3.1.2 SAS,,4832,1
4166379,,Central/South Asian,South Asian,gnomAD v3.1.2 SAS,,4832,1
4166380,,East Asian,Eastern Asian,gnomAD v3.1.2 EAS,,5138,1
4166381,,East Asian,Eastern Asian,gnomAD v3.1.2 EAS,,5204,1
4166382,,East Asian,Eastern Asian,gnomAD v3.1.2 EAS,,5180,1
4166383,,East Asian,Eastern Asian,gnomAD v3.1.2 EAS,,5194,1
4166384,,East Asian,Eastern Asian,gnomAD v3.1.2 EAS,,5186,1
4166385,,East Asian,Eastern Asian,gnomAD v3.1.2 EAS,,5192,1
4166386,,East Asian,Eastern Asian,gnomAD v3.1.2 EAS,,5200,1
4166387,,East Asian,Eastern Asian,gnomAD v3.1.2 EAS,,5192,1
4166388,,East Asian,Eastern Asian,gnomAD v3.1.2 EAS,,5194,1
4166389,,East Asian,Eastern Asian,gnomAD v3.1.2 EAS,,5204,1
4166390,,East Asian,Eastern Asian,gnomAD v3.1.2 EAS,,5178,1
4166391,,East Asian,Eastern Asian,gnomAD v3.1.2 EAS,,5186,1
4166392,,East Asian,Eastern Asian,gnomAD v3.1.2 EAS,,5164,1
4166393,,East Asian,Eastern Asian,gnomAD v3.1.2 EAS,,5194,1
4166394,,East Asian,Eastern Asian,gnomAD v3.1.2 EAS,,5194,1
4166395,,East Asian,Eastern Asian,gnomAD v3.1.2 EAS,,5184,1
4166396,,East Asian,Eastern Asian,gnomAD v3.1.2 EAS,,5182,1
4166397,,East Asian,Eastern Asian,gnomAD v3.1.2 EAS,,5200,1
4166398,,East Asian,Eastern Asian,gnomAD v3.1.2 EAS,,5024,1
4166399,,East Asian,Eastern Asian,gnomAD v3.1.2 EAS,,5096,1
4166400,,East Asian,Eastern Asian,gnomAD v3.1.2 EAS,,5194,1
4166401,,East Asian,Eastern Asian,gnomAD v3.1.2 EAS,,5188,1
4166402,,Near Eastern,Ashkenazi Jewish,gnomAD v3.1.2 ASJ,,3468,1
4166403,,Near Eastern,Ashkenazi Jewish,gnomAD v3.1.2 ASJ,,3470,1
4166404,,Near Eastern,Ashkenazi Jewish,gnomAD v3.1.2 ASJ,,3468,1
4166405,,Near Eastern,Ashkenazi Jewish,gnomAD v3.1.2 ASJ,,3470,1
4166406,,Near Eastern,Ashkenazi Jewish,gnomAD v3.1.2 ASJ,,3470,1
4166407,,Near Eastern,Ashkenazi Jewish,gnomAD v3.1.2 ASJ,,3470,1
4166408,,Near Eastern,Ashkenazi Jewish,gnomAD v3.1.2 ASJ,,3468,1
4166409,,Near Eastern,Ashkenazi Jewish,gnomAD v3.1.2 ASJ,,3468,1
4166410,,Near Eastern,Ashkenazi Jewish,gnomAD v3.1.2 ASJ,,3468,1
4166411,,Near Eastern,Ashkenazi Jewish,gnomAD v3.1.2 ASJ,,3472,1
4166412,,Near Eastern,Ashkenazi Jewish,gnomAD v3.1.2 ASJ,,3472,1
4166413,,Near Eastern,Ashkenazi Jewish,gnomAD v3.1.2 ASJ,,3470,1
4166414,,Near Eastern,Ashkenazi Jewish,gnomAD v3.1.2 ASJ,,3468,1
4166415,,Near Eastern,Ashkenazi Jewish,gnomAD v3.1.2 ASJ,,3470,1
4166416,,Near Eastern,Ashkenazi Jewish,gnomAD v3.1.2 ASJ,,3472,1
4166417,,Near Eastern,Ashkenazi Jewish,gnomAD v3.1.2 ASJ,,3470,1
4166418,,Near Eastern,Ashkenazi Jewish,gnomAD v3.1.2 ASJ,,3470,1
4166419,,Near Eastern,Ashkenazi Jewish,gnomAD v3.1.2 ASJ,,3386,1
4166420,,Near Eastern,Ashkenazi Jewish,gnomAD v3.1.2 ASJ,,3470,1
4166421,,Near Eastern,Ashkenazi Jewish,gnomAD v3.1.2 ASJ,,3468,1
4166422,,Near Eastern,Ashkenazi Jewish,gnomAD v3.1.2 ASJ,,3458,1
4166423,,Near Eastern,Ashkenazi Jewish,gnomAD v3.1.2 ASJ,,3468,1
4166424,,Near Eastern,Ashkenazi Jewish,gnomAD v3.1.2 ASJ,,3472,1
4166425,,Near Eastern,Middle Eastern,gnomAD v3.1.2 MID,,316,1
4166426,,Near Eastern,Middle Eastern,gnomAD v3.1.2 MID,,316,1
4166427,,Near Eastern,Middle Eastern,gnomAD v3.1.2 MID,,316,1
4166428,,Near Eastern,Middle Eastern,gnomAD v3.1.2 MID,,316,1
4166429,,Near Eastern,Middle Eastern,gnomAD v3.1.2 MID,,316,1
4166430,,Near Eastern,Middle Eastern,gnomAD v3.1.2 MID,,316,1
4166431,,Near Eastern,Middle Eastern,gnomAD v3.1.2 MID,,316,1
4166432,,Near Eastern,Middle Eastern,gnomAD v3.1.2 MID,,310,1
4166433,,Sub-Saharan African,African/African American,gnomAD v3.1.2 AFR,,41446,1
4166434,,Sub-Saharan African,African/African American,gnomAD v3.1.2 AFR,,41418,1
4166435,,Sub-Saharan African,African/African American,gnomAD v3.1.2 AFR,,41438,1
4166436,,Sub-Saharan African,African/African American,gnomAD v3.1.2 AFR,,41404,1
4166437,,Sub-Saharan African,African/African American,gnomAD v3.1.2 AFR,,41446,1
4166438,,Sub-Saharan African,African/African American,gnomAD v3.1.2 AFR,,41420,1
4166439,,Sub-Saharan African,African/African American,gnomAD v3.1.2 AFR,,41396,1
4166440,,Sub-Saharan African,African/African American,gnomAD v3.1.2 AFR,,41388,1
4166441,,Sub-Saharan African,African/African American,gnomAD v3.1.2 AFR,,41428,1
4166442,,Sub-Saharan African,African/African American,gnomAD v3.1.2 AFR,,41398,1
4166443,,Sub-Saharan African,African/African American,gnomAD v3.1.2 AFR,,41390,1
4166444,,Sub-Saharan African,African/African American,gnomAD v3.1.2 AFR,,41442,1
4166445,,Sub-Saharan African,African/African American,gnomAD v3.1.2 AFR,,41472,1
4166446,,Sub-Saharan African,African/African American,gnomAD v3.1.2 AFR,,41456,1
4166447,,Sub-Saharan African,African/African American,gnomAD v3.1.2 AFR,,41442,1
4166448,,Sub-Saharan African,African/African American,gnomAD v3.1.2 AFR,,41420,1
4166449,,Sub-Saharan African,African/African American,gnomAD v3.1.2 AFR,,41442,1
4166450,,Sub-Saharan African,African/African American,gnomAD v3.1.2 AFR,,41440,1
4166451,,Sub-Saharan African,African/African American,gnomAD v3.1.2 AFR,,41432,1
4166452,,Sub-Saharan African,African/African American,gnomAD v3.1.2 AFR,,41388,1
4166453,,Sub-Saharan African,African/African American,gnomAD v3.1.2 AFR,,41426,1
4166454,,Sub-Saharan African,African/African American,gnomAD v3.1.2 AFR,,41426,1
4166455,,Sub-Saharan African,African/African American,gnomAD v3.1.2 AFR,,41422,1
4166456,,Sub-Saharan African,African/African American,gnomAD v3.1.2 AFR,,41430,1
4166457,,Sub-Saharan African,African/African American,gnomAD v3.1.2 AFR,,41422,1
4166458,,Sub-Saharan African,African/African American,gnomAD v3.1.2 AFR,,41454,1
4166459,,Sub-Saharan African,African/African American,gnomAD v3.1.2 AFR,,41430,1
4166460,,Sub-Saharan African,African/African American,gnomAD v3.1.2 AFR,,41458,1
4166461,,Sub-Saharan African,African/African American,gnomAD v3.1.2 AFR,,41428,1
4166462,,Sub-Saharan African,African/African American,gnomAD v3.1.2 AFR,,41434,1
4166463,,Sub-Saharan African,African/African American,gnomAD v3.1.2 AFR,,41450,1
4166464,,Sub-Saharan African,African/African American,gnomAD v3.1.2 AFR,,41448,1
4166465,,Sub-Saharan African,African/African American,gnomAD v3.1.2 AFR,,41446,1
4166466,,Sub-Saharan African,African/African American,gnomAD v3.1.2 AFR,,41452,1
4166467,,Sub-Saharan African,African/African American,gnomAD v3.1.2 AFR,,41446,1
4166468,,Sub-Saharan African,African/African American,gnomAD v3.1.2 AFR,,41466,1
4166469,,Sub-Saharan African,African/African American,gnomAD v3.1.2 AFR,,41446,1
4166470,,Sub-Saharan African,African/African American,gnomAD v3.1.2 AFR,,41426,1
4166471,,Sub-Saharan African,African/African American,gnomAD v3.1.2 AFR,,41418,1
4166472,,Sub-Saharan African,African/African American,gnomAD v3.1.2 AFR,,41418,1
4166473,,Sub-Saharan African,African/African American,gnomAD v3.1.2 AFR,,41402,1
4166474,,Sub-Saharan African,African/African American,gnomAD v3.1.2 AFR,,41404,1
4166475,,Sub-Saharan African,African/African American,gnomAD v3.1.2 AFR,,41436,1
4166476,,Sub-Saharan African,African/African American,gnomAD v3.1.2 AFR,,41430,1
4166477,,Sub-Saharan African,African/African American,gnomAD v3.1.2 AFR,,41448,1
4166478,,Sub-Saharan African,African/African American,gnomAD v3.1.2 AFR,,41436,1
4166479,,Sub-Saharan African,African/African American,gnomAD v3.1.2 AFR,,41446,1
4166480,,Sub-Saharan African,African/African American,gnomAD v3.1.2 AFR,,41450,1
4166481,,Sub-Saharan African,African/African American,gnomAD v3.1.2 AFR,,41310,1
4166482,,Sub-Saharan African,African/African American,gnomAD v3.1.2 AFR,,41430,1
4166483,,Sub-Saharan African,African/African American,gnomAD v3.1.2 AFR,,41416,1
4166484,,Sub-Saharan African,African/African American,gnomAD v3.1.2 AFR,,41390,1
4166485,,Sub-Saharan African,African/African American,gnomAD v3.1.2 AFR,,41458,1
4166486,,Sub-Saharan African,African/African American,gnomAD v3.1.2 AFR,,41446,1
4166487,,Sub-Saharan African,African/African American,gnomAD v3.1.2 AFR,,41346,1
4166488,,Sub-Saharan African,African/African American,gnomAD v3.1.2 AFR,,41408,1
4166489,,Sub-Saharan African,African/African American,gnomAD v3.1.2 AFR,,41454,1
4166490,,Sub-Saharan African,African/African American,gnomAD v3.1.2 AFR,,41446,1
4166491,,Sub-Saharan African,African/African American,gnomAD v3.1.2 AFR,,41346,1
4166492,,Sub-Saharan African,African/African American,gnomAD v3.1.2 AFR,,41440,1
4166493,,Sub-Saharan African,African/African American,gnomAD v3.1.2 AFR,,41440,1
4166494,,Sub-Saharan African,African/African American,gnomAD v3.1.2 AFR,,41420,1
4166495,,Sub-Saharan African,African/African American,gnomAD v3.1.2 AFR,,41378,1
4166496,,Sub-Saharan African,African/African American,gnomAD v3.1.2 AFR,,41410,1
4166497,,Sub-Saharan African,African/African American,gnomAD v3.1.2 AFR,,41376,1
4166498,,Sub-Saharan African,African/African American,gnomAD v3.1.2 AFR,,41450,1
4166499,,Sub-Saharan African,African/African American,gnomAD v3.1.2 AFR,,41452,1
4166500,,Sub-Saharan African,African/African American,gnomAD v3.1.2 AFR,,41434,1
4166501,,Sub-Saharan African,African/African American,gnomAD v3.1.2 AFR,,40722,1
4166502,,Sub-Saharan African,African/African American,gnomAD v3.1.2 AFR,,40428,1
4166503,,Sub-Saharan African,African/African American,gnomAD v3.1.2 AFR,,41442,1
4166504,,Sub-Saharan African,African/African American,gnomAD v3.1.2 AFR,,41420,1
4166505,,Sub-Saharan African,African/African American,gnomAD v3.1.2 AFR,,41356,1
4166506,,Sub-Saharan African,African/African American,gnomAD v3.1.2 AFR,,41432,1
4166507,,Sub-Saharan African,African/African American,gnomAD v3.1.2 AFR,,41428,1
4166508,,Sub-Saharan African,African/African American,gnomAD v3.1.2 AFR,,41430,1
4166509,,Sub-Saharan African,African/African American,gnomAD v3.1.2 AFR,,41424,1
4166510,,Sub-Saharan African,African/African American,gnomAD v3.1.2 AFR,,41420,1
4166511,117537.0,African American/Afro-Caribbean,African American,,African Americans,38,1
4166512,117539.0,American,South/Central American,,,64,1
4166513,117541.0,Central/South Asian,Indian,,,35,1
4166514,117543.0,Central/South Asian,Indian,,,93,1
4166515,117546.0,Central/South Asian,Indian,,,96,1
4166516,117539.0,Central/South Asian,South/Central Asian,,,192,1
4166517,,Central/South Asian,South Asian,"from http://gnomad.broadinstitute.org, accessed 09/22/2021",,15291,1
4166518,,Central/South Asian,South Asian,"from http://gnomad.broadinstitute.org, accessed 09/22/2022",,15299,1
4166519,,Central/South Asian,South Asian,"from http://gnomad.broadinstitute.org, accessed 09/22/2023",,15285,1
4166520,,Central/South Asian,South Asian,"from http://gnomad.broadinstitute.org, accessed 09/22/2024",,15297,1
4166521,,Central/South Asian,South Asian,"from http://gnomad.broadinstitute.org, accessed 09/22/2025",,15265,1
4166522,117548.0,East Asian,Japanese,,,267,1
4166523,117550.0,East Asian,Japanese,,,120,1
4166524,117552.0,East Asian,Korean,,,24,1
4166525,117541.0,East Asian,Chinese,,,35,1
4166526,117541.0,East Asian,Malays,,,35,1
4166527,117543.0,East Asian,Chinese,,,94,1
4166528,117543.0,East Asian,Malays,,,97,1
4166529,117566.0,East Asian,Japanese,,,177,1
4166530,117559.0,East Asian,Chinese,,,111,1
4166531,117555.0,East Asian,Korean,,,200,1
4166532,117557.0,East Asian,Korean,,,81,1
4166533,117546.0,East Asian,Chinese,,,96,1
4166534,117546.0,East Asian,Malays,,,96,1
4166535,117561.0,East Asian,Chinese,,,106,1
4166536,117561.0,East Asian,Korean,,,469,1
4166537,117561.0,East Asian,Vietanamese,,,104,1
4166538,117568.0,East Asian,Japanese,,,80,1
4166539,117539.0,East Asian,East asian,,,239,1
4166540,117571.0,East Asian,Chinese,,,32,1
4166541,1045981.0,East Asian,Thai,,,1205,1
4166542,,East Asian,East Asian,"from http://gnomad.broadinstitute.org, accessed 09/21/2021",,9185,1
4166543,,East Asian,East Asian,"from http://gnomad.broadinstitute.org, accessed 09/21/2021",,9196,1
4166544,,East Asian,East Asian,"from http://gnomad.broadinstitute.org, accessed 09/21/2021",,9969,1
4166545,,East Asian,East Asian,"from http://gnomad.broadinstitute.org, accessed 09/21/2021",,9161,1
4166546,,East Asian,East Asian,"from http://gnomad.broadinstitute.org, accessed 09/21/2021",,9976,1
4166547,,East Asian,East Asian,"from http://gnomad.broadinstitute.org, accessed 09/21/2021",,9187,1
4166548,,East Asian,East Asian,"from http://gnomad.broadinstitute.org, accessed 09/21/2021",,9971,1
4166549,117541.0,European,Caucasian,,,36,1
4166550,117580.0,European,Finnish,,,468,1
4166551,117578.0,European,German,,,250,1
4166552,117537.0,European,American,,,69,1
4166553,117586.0,European,German,,,276,1
4166554,117586.0,European,Turkish,,,78,1
4166555,117539.0,European,European,,,151,1
4166556,117583.0,European,German,,,99,1
4166557,117593.0,European,Canadian,,,41,1
4166558,117591.0,European,Dutch,,,1885,1
4166559,117589.0,European,French,,,185,1
4166560,117595.0,European,German,,,236,1
4166561,,European,Non-Finnish,"from http://gnomad.broadinstitute.org, accessed 09/22/2021",,56674,1
4166562,,European,Non-Finnish,"from http://gnomad.broadinstitute.org, accessed 09/22/2022",,56746,1
4166563,,European,Non-Finnish,"from http://gnomad.broadinstitute.org, accessed 09/22/2023",,64188,1
4166564,,European,Non-Finnish,"from http://gnomad.broadinstitute.org, accessed 09/22/2024",,56607,1
4166565,,European,Non-Finnish,"from http://gnomad.broadinstitute.org, accessed 09/22/2025",,64290,1
4166566,,European,Non-Finnish,"from http://gnomad.broadinstitute.org, accessed 09/22/2026",,64274,1
4166567,,European,Non-Finnish,"from http://gnomad.broadinstitute.org, accessed 09/22/2026",,56565,1
4166568,,European,Non-Finnish,"from http://gnomad.broadinstitute.org, accessed 09/22/2026",,64165,1
4166569,117539.0,Near Eastern,Middle East & North Africa,,,162,1
4166570,117539.0,Oceanian,Oceanian,,,28,1
4166571,117586.0,Sub-Saharan African,Ugandan,,,109,1
4166572,117539.0,Sub-Saharan African,Sub-Saharan Africa,,,105,1
4166573,117595.0,Sub-Saharan African,Tanzanian,,,366,1
4166574,114883.0,African American/Afro-Caribbean,African American,African Ancestry in Southwest US,Healthy individuals,112,1
4166575,114885.0,African American/Afro-Caribbean,ESP6500:African_American,,,2203,1
4166576,114887.0,African American/Afro-Caribbean,African American,,Healthy individuals and pediatric ALL patients,248,1
4166577,114889.0,Central/South Asian,South Asian,,,15389,1
4166578,114891.0,Central/South Asian,South Asian,,,15390,1
4166579,114893.0,Central/South Asian,South Asian,,,15380,1
4166580,114895.0,Central/South Asian,South Asian,,,15391,1
4166581,114897.0,Central/South Asian,South Asian,,,15391,1
4166582,114899.0,Central/South Asian,South Asian,,,15386,1
4166583,114901.0,Central/South Asian,South Asian,,,15271,1
4166584,114903.0,Central/South Asian,South Asian,,,15381,1
4166585,114905.0,Central/South Asian,South Asian,,,15391,1
4166586,114907.0,Central/South Asian,South Asian,,,15391,1
4166587,114909.0,Central/South Asian,South Asian,,,15390,1
4166588,114911.0,Central/South Asian,South Asian,,,15349,1
4166589,114913.0,Central/South Asian,South Asian,,,15384,1
4166590,114915.0,Central/South Asian,South Asian,,,15381,1
4166591,114917.0,Central/South Asian,South Asian,,,15391,1
4166592,114919.0,Central/South Asian,South Asian,,,15391,1
4166593,114921.0,Central/South Asian,South Asian,,,15391,1
4166594,114923.0,Central/South Asian,South Asian,,,15391,1
4166595,114925.0,Central/South Asian,South Asian,,,15387,1
4166596,114927.0,Central/South Asian,South Asian,,,15355,1
4166597,114929.0,Central/South Asian,South Asian,,,15389,1
4166598,114931.0,Central/South Asian,South Asian,,,15391,1
4166599,114933.0,Central/South Asian,South Asian,,,15386,1
4166600,114935.0,Central/South Asian,South Asian,,,15390,1
4166601,114937.0,Central/South Asian,South Asian,,,15391,1
4166602,114939.0,Central/South Asian,"Indian, Pakistani, Sri Lankan and Nepali",,Healthy individuals,99,1
4166603,114941.0,Central/South Asian,Indian,,Gastrointestinal disease patients,126,1
4166604,114943.0,Central/South Asian,Indian,,ALL patients,98,1
4166605,114945.0,Central/South Asian,Indian,,Healthy individuals,225,1
4166606,114947.0,Central/South Asian,Indian,,Healthy individuals,120,1
4166607,114949.0,Central/South Asian,Indian,,Pediatric ALL patients,71,1
4166608,114951.0,Central/South Asian,Indian,Singaporean,Healthy individuals and pediatric ALL patients,200,1
4166609,114953.0,Central/South Asian,Indian,Singaporean,Healthy individuals,163,1
4166610,114955.0,Central/South Asian,"""Asian""",from Britain,Pediatric ALL patients,164,1
4166611,114957.0,Central/South Asian,Indian,,Pediatric ALL patients,72,1
4166612,114959.0,Central/South Asian,Indian,Singaporean,Healthy individuals,94,1
4166613,114961.0,Central/South Asian,Indian and Pakistani,British,Gastroenterology patients,85,1
4166614,114963.0,Central/South Asian,Indian,Southern Indian,Healthy individuals,326,1
4166615,114965.0,Central/South Asian,Indian,Tamilian,Healthy individuals,112,1
4166616,114965.0,Central/South Asian,Indian,Kannadiga,Healthy individuals,161,1
4166617,114965.0,Central/South Asian,Indian,Andhrite,Healthy individuals,158,1
4166618,114965.0,Central/South Asian,Indian,Keralite,Healthy individuals,177,1
4166619,114889.0,East Asian,East Asian,,,9429,1
4166620,114891.0,East Asian,East Asian,,,9433,1
4166621,114893.0,East Asian,East Asian,,,9434,1
4166622,114895.0,East Asian,East Asian,,,8624,1
4166623,114897.0,East Asian,East Asian,,,9435,1
4166624,114899.0,East Asian,East Asian,,,9427,1
4166625,114901.0,East Asian,East Asian,,,9417,1
4166626,114977.0,East Asian,Japanese (JPT),,,44,1
4166627,114977.0,East Asian,Han Chinese (HCB),,,42,1
4166628,114903.0,East Asian,East Asian,,,9432,1
4166629,114905.0,East Asian,East Asian,,,8624,1
4166630,114907.0,East Asian,East Asian,,,8624,1
4166631,114909.0,East Asian,East Asian,,,9433,1
4166632,114911.0,East Asian,East Asian,,,9431,1
4166633,114913.0,East Asian,East Asian,,,9435,1
4166634,114915.0,East Asian,East Asian,,,9434,1
4166635,114917.0,East Asian,East Asian,,,8624,1
4166636,114919.0,East Asian,East Asian,,,8624,1
4166637,114921.0,East Asian,East Asian,,,8624,1
4166638,114923.0,East Asian,East Asian,,,8624,1
4166639,114925.0,East Asian,East Asian,,,8621,1
4166640,114927.0,East Asian,East Asian,,,9431,1
4166641,114929.0,East Asian,East Asian,,,8619,1
4166642,114931.0,East Asian,East Asian,,,8624,1
4166643,114935.0,East Asian,East Asian,,,8623,1
4166644,114935.0,East Asian,East Asian,,,9433,1
4166645,114937.0,East Asian,East Asian,,,9434,1
4166646,114998.0,East Asian,Japanese,,Pediatric ALL patients,71,1
4166647,115000.0,East Asian,Japanese,,Healthy individuals and inflammatory bowel disease patients,111,1
4166648,115002.0,East Asian,Japanese,,Healthy individuals and inflammatory bowel disease patients,279,1
4166649,115004.0,East Asian,Chinese,Han Chinese,Healthy individuals and inflammatory bowel disease patients,462,1
4166650,115006.0,East Asian,Taiwanese,,Healthy individuals,249,1
4166651,115006.0,East Asian,Thai,,Healthy individuals,100,1
4166652,115009.0,East Asian,Chinese,Han Chinese,Lupus patients,126,1
4166653,114939.0,East Asian,Chinese,Han Chinese,Healthy individuals,192,1
4166654,115012.0,East Asian,Japanese,,Healthy individuals,192,1
4166655,115014.0,East Asian,Japanese,,Healthy individuals,192,1
4166656,115016.0,East Asian,Thai,,Pediatric ALL patients,75,1
4166657,115018.0,East Asian,Korean,,Lupus patients,342,1
4166658,115020.0,East Asian,Korean,,Inflammatory bowel disease patients,204,1
4166659,114951.0,East Asian,Chinese,Singaporean,Healthy individuals and pediatric ALL patients,271,1
4166660,114953.0,East Asian,Chinese,Singaporean,Healthy individuals,153,1
4166661,115024.0,East Asian,Korean,,Inflammatory bowel disease patients,286,1
4166662,115026.0,East Asian,Korean,,Pediatric ALL patients,100,1
4166663,115028.0,East Asian,Korean,,Hospital patients,900,1
4166664,115030.0,East Asian,Japanese,,Healthy individuals,151,1
4166665,115032.0,East Asian,Japanese,,Healthy individuals,157,1
4166666,115034.0,East Asian,Japanese,,Rheumatic disease patients and healthy individuals,507,1
4166667,115036.0,East Asian,Korean,,Healthy individuals,400,1
4166668,115036.0,East Asian,Vietnamese,Viet Kinh,Healthy individuals,159,1
4166669,115039.0,East Asian,Korean,,Pediatric inflammatory bowel disease patients,137,1
4166670,115041.0,East Asian,Korean,,Dermatology patients,123,1
4166671,114955.0,East Asian,Asian,in Britain,Pediatric ALL patients,8,1
4166672,115044.0,East Asian,Tibetan,,Healthy individuals,50,1
4166673,115046.0,East Asian,Taiwanese,Han Taiwanese,Healthy individuals,117,1
4166674,115046.0,East Asian,Taiwanese,Taiwan aborigines,Healthy individuals,409,1
4166675,114959.0,East Asian,Chinese,Singaporean,Healthy individuals,166,1
4166676,115050.0,East Asian,Japanese,,Healthy individuals and lupus patients,242,1
4166677,115052.0,East Asian,Japanese,,Healthy individuals and inflammatory bowel disease patients,279,1
4166678,115054.0,East Asian,Chinese,Han Chinese,Healthy individuals and renal transplant recipients,332,1
4166679,115056.0,East Asian,Thai,Northeastern Thai,Healthy individuals,200,1
4166680,115058.0,East Asian,Japanese,,Inflammatory bowel disease patients,147,1
4166681,115060.0,East Asian,Japanese,,Liver disease patients,236,1
4166682,115062.0,East Asian,Japanese,,Inflammatory bowel disease patients,16,1
4166683,115064.0,East Asian,Thai,,Renal transplant recipients,139,1
4166684,115066.0,East Asian,Chinese,,Renal transplant recipients,150,1
4166685,115068.0,East Asian,Chinese,,Renal transplant recipients,155,1
4166686,115070.0,East Asian,Chinese,Uygur Chinese,Healthy individuals,160,1
4166687,115072.0,East Asian,Chinese,Han Chinese,Healthy individuals,87,1
4166688,115072.0,East Asian,Chinese,Yao Chinese,Healthy individuals,126,1
4166689,115075.0,East Asian,Chinese,Han Chinese,Healthy individuals,312,1
4166690,115075.0,East Asian,Chinese,Jing Chinese,Healthy individuals,103,1
4166691,115075.0,East Asian,Chinese,Yao Chinese,Healthy individuals,126,1
4166692,115075.0,East Asian,Chinese,Uygur Chinese,Healthy individuals,160,1
4166693,115080.0,East Asian,Chinese,Han Chinese,Renal failure patients and healthy individuals,278,1
4166694,115006.0,East Asian,Filipino,,Healthy individuals,100,1
4166695,115006.0,East Asian,Indonesian,,Healthy individuals,100,1
4166696,114951.0,East Asian,Malay,Singaporean,Healthy individuals and pediatric ALL patients,217,1
4166697,114953.0,East Asian,Malay,Singaporean,Healthy individuals,163,1
4166698,114959.0,East Asian,Malay,Singaporean,Healthy individuals,104,1
4166699,114889.0,European,Finnish,,,12687,1
4166700,114889.0,European,non-Finnish,,,63320,1
4166701,114891.0,European,Finnish,,,12897,1
4166702,114891.0,European,non-Finnish,,,63331,1
4166703,114893.0,European,Finnish,,,12582,1
4166704,114893.0,European,non-Finnish,,,63275,1
4166705,114895.0,European,Finnish,,,11150,1
4166706,114895.0,European,non-Finnish,,,55828,1
4166707,114897.0,European,Finnish,,,12897,1
4166708,114897.0,European,non-Finnish,,,63342,1
4166709,114899.0,European,Finnish,,,12883,1
4166710,114899.0,European,non-Finnish,,,63270,1
4166711,114901.0,European,Finnish,,,12867,1
4166712,114901.0,European,non-Finnish,,,63178,1
4166713,114977.0,European,Utah European descent (CEU),,,57,1
4166714,114903.0,European,Finnish,,,12888,1
4166715,114903.0,European,non-Finnish,,,63327,1
4166716,114905.0,European,Finnish,,,11148,1
4166717,114905.0,European,non-Finnish,,,55828,1
4166718,114907.0,European,Finnish,,,11150,1
4166719,114907.0,European,non-Finnish,,,55815,1
4166720,114909.0,European,Finnish,,,12845,1
4166721,114909.0,European,non-Finnish,,,63228,1
4166722,114911.0,European,Finnish,,,12894,1
4166723,114911.0,European,non-Finnish,,,63271,1
4166724,114913.0,European,Finnish,,,12889,1
4166725,114913.0,European,non-Finnish,,,63325,1
4166726,114915.0,European,Finnish,,,12619,1
